fy,abbr,state,County,County 2,"County, State",type,count,avgWage,MedianWageByCounty
FY 2024,NC,North Carolina,Alamance County,Alamance,"Alamance, NC",New Apprentices,19.0,15.67,20.48
FY 2024,NC,North Carolina,Iredell County,Iredell,"Iredell, NC",New Apprentices,18.0,16.1,16.28
FY 2024,NC,North Carolina,Hertford County,Hertford,"Hertford, NC",New Apprentices,18.0,17.17,15
FY 2024,NC,North Carolina,Burke County,Burke,"Burke, NC",New Apprentices,17.0,14.4,13
FY 2024,NC,North Carolina,Onslow County,Onslow,"Onslow, NC",New Apprentices,16.0,10,10
FY 2024,NC,North Carolina,Nash County,Nash,"Nash, NC",New Apprentices,15.0,15.89,14
FY 2024,NC,North Carolina,Johnston County,Johnston,"Johnston, NC",New Apprentices,14.0,11,11
FY 2024,NC,North Carolina,Craven County,Craven,"Craven, NC",New Apprentices,14.0,16.59,16.94
FY 2024,NC,North Carolina,Lee County,Lee,"Lee, NC",New Apprentices,12.0,16.31,15
FY 2024,NC,North Carolina,Pasquotank County,Pasquotank,"Pasquotank, NC",New Apprentices,11.0,18.82,20
FY 2024,NC,North Carolina,Granville County,Granville,"Granville, NC",New Apprentices,11.0,22.58,22.37
FY 2024,NC,North Carolina,Ashe County,Ashe,"Ashe, NC",New Apprentices,11.0,11.75,12
FY 2024,NC,North Carolina,McDowell County,McDowell,"McDowell, NC",New Apprentices,0.0,16.7,17.85
FY 2024,NC,North Carolina,Jackson County,Jackson,"Jackson, NC",New Apprentices,0.0,10,10
FY 2024,NC,North Carolina,Carteret County,Carteret,"Carteret, NC",New Apprentices,0.0,12.02,12.31
FY 2024,NC,North Carolina,Yancey County,Yancey,"Yancey, NC",New Apprentices,0.0,16.08,17.5
FY 2024,NC,North Carolina,Madison County,Madison,"Madison, NC",New Apprentices,0.0,14.85,14
FY 2024,NC,North Carolina,Harnett County,Harnett,"Harnett, NC",New Apprentices,0.0,21.88,22.35
FY 2024,NC,North Carolina,Wilson County,Wilson,"Wilson, NC",New Apprentices,0.0,17.5,17.5
FY 2024,NC,North Carolina,Scotland County,Scotland,"Scotland, NC",New Apprentices,0.0,15.5,15.5
FY 2024,NC,North Carolina,Sampson County,Sampson,"Sampson, NC",New Apprentices,0.0,13.75,14
